id;sexo;edad;provincia;hab;hijos;clase_social;situacion_laboral;educacion;prob_participacion_electoral;prob_voto_partido;partido_afin_ideologicamente;voto_partidario_elecciones_anteriores;escala_iz_der;candidato_edad_ideal;candidato_clasesocial_ideal;candidato_experiencialaboral_ideal;candidato_carreraprofesional_ideal;canditado_honrado;canditado_preparado;canditado_experimentado;canditado_empático;canditado_inteligente;candidato_valiente;candidato_carismatico;candidato_respetuoso;candidato_bueno;candidato_determinado;candidato_egoista;candidato_intransigente;candidato_perezoso;candidato_soberbio;candidato_frívolo;candidato_tranformador;candidato_autoritario;candidato_conciliador;candidato_común;candidato_cercano;candidato_confiable;candidato_cuidadoso;candidato_económico
1837;Hombre;35-44;Granada;Más de 10.000;Sí, con uno/a de 0 a 8 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);7;Menos de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal
1838;Mujer;35-44;Lugo;Más de 10.000;Sí, con uno/a de 9 a 12 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);3;Menos de 60 años;Me es indiferente;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez
1839;Mujer;35-44;Barcelona;Más de 10.000;Sí, con uno/a de 9 a 12 años;Alta / Media Alta;Trabaja;Segundo grado, segundo ciclo;1;No votaré;Ninguno;No voté;No lo sé;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo
1840;Mujer;25-34;Cáceres;Más de 10.000;Sí, con uno/a de 0 a 8 años;Media;Trabaja;Segundo grado, primer ciclo y menos;10 con toda seguridad, iría a votar;No lo sé;No lo sé;Prefiero no contestar;5;Menos de 60 años;De clase media-baja o baja;Me es indiferente;Me es indiferente;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez
1841;Mujer;45-54;Asturias;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);7;Menos de 60 años;De clase media-alta o alta;Me es indiferente;Con una carrera profesional fuera de la política;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo
1842;Hombre;45-54;Barcelona;Más de 10.000;Sí, con uno/a de 0 a 8 años;Alta / Media Alta;Trabaja;Tercer grado, primer ciclo;10 con toda seguridad, iría a votar;ERC - Sobiranistes;ERC - Sobiranistes;ERC - Sobiranistes;3;Menos de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector privado;Con una carrera profesional dentro de la política;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez
1843;Mujer;45-54;Tarragona;Más de 10.000;Sí, con uno/a de 13 a 17 años;Media;Trabajo del hogar no remunerado;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PACMA (Partido Animalista Contra el Maltrato Animal);PACMA (Partido Animalista Contra el Maltrato Animal);PACMA (Partido Animalista Contra el Maltrato Animal);4;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1844;Mujer;18-24;Málaga;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;7;Votaré nulo;PSOE (Partido Socialista Obrero Español);No voté;6;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz
1845;Mujer;65+;Sevilla;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Trabaja;Segundo grado, primer ciclo y menos;8;Más País (Equo, Compromís, CHA);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);3;Menos de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal
1846;Hombre;45-54;León;Más de 10.000;No convivo con ningún/a hijo/a;Media;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);6;Menos de 60 años;Me es indiferente;Me es indiferente;Me es indiferente;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1847;Hombre;35-44;Castellón/Castelló;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;PP (Partido Popular);Ninguno;PSOE (Partido Socialista Obrero Español);5;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo
1848;Mujer;35-44;Madrid;Más de 10.000;Sí, con uno/a de 0 a 8 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;8;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);3;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1849;Mujer;35-44;Madrid;Más de 10.000;Sí, con uno/a de 13 a 17 años;Alta / Media Alta;Trabaja;Tercer grado, primer ciclo;10 con toda seguridad, iría a votar;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);2;Me es indiferente;Me es indiferente;Me es indiferente;Con una carrera profesional dentro de la política;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz
1850;Mujer;55-64;Barcelona;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Segundo grado, segundo ciclo;No lo sé;No lo sé;No lo sé;No lo sé;No lo sé;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1851;Hombre;55-64;Salamanca;Más de 10.000;Sí, con uno/a de 18 años o más;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);2;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector privado;Con una carrera profesional dentro de la política;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez
1852;Mujer;35-44;Madrid;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Parado;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…);Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…);PSOE (Partido Socialista Obrero Español);3;Menos de 60 años;Me es indiferente;Me es indiferente;Me es indiferente;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1853;Mujer;18-24;Murcia;Más de 10.000;Sí, con uno/a de 13 a 17 años;Alta / Media Alta;Trabaja;Segundo grado, segundo ciclo;7;Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…);PSOE (Partido Socialista Obrero Español);Más País (Equo, Més Compromís, CHA);7;Menos de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Yolanda Díaz
1854;Mujer;55-64;Rioja, La;Más de 10.000;No convivo con ningún/a hijo/a;Media;Trabaja;Segundo grado, segundo ciclo;No lo sé;No lo sé;Ninguno;No voté;5;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1855;Mujer;18-24;Palmas, Las;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;9;Votaré nulo;Ninguno;Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En;3;Me es indiferente;De clase media-baja o baja;Me es indiferente;Con una carrera profesional fuera de la política;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1856;Mujer;35-44;Santa Cruz de Tenerife;Más de 10.000;Sí, con uno/a de 9 a 12 años;Media baja / Baja;Trabajo del hogar no remunerado;Segundo grado, primer ciclo y menos;5;No lo sé;No lo sé;No lo sé;5;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1857;Mujer;35-44;Araba/Álava;Menos de 10.000;No convivo con ningún/a hijo/a;Media;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…);Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…);Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En;3;Menos de 60 años;De clase media-baja o baja;Me es indiferente;Con una carrera profesional dentro de la política;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1858;Hombre;25-34;Bizkaia;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Estudiante;Segundo grado, primer ciclo y menos;No lo sé;No lo sé;No lo sé;No lo sé;5;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez
1859;Hombre;35-44;Cantabria;Más de 10.000;Sí, con uno/a de 13 a 17 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);5;Más de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1860;Hombre;45-54;Huesca;Más de 10.000;Sí, con uno/a de 9 a 12 años;Alta / Media Alta;Trabaja;Tercer grado, primer ciclo;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);6;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1861;Mujer;25-34;Ourense;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Parado;Segundo grado, segundo ciclo;3;No lo sé;No lo sé;No lo sé;4;Me es indiferente;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal
1862;Mujer;55-64;Coruña, A;Más de 10.000;Sí, con uno/a de 18 años o más;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;8;No lo sé;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);4;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1863;Mujer;35-44;Cáceres;Más de 10.000;Sí, con uno/a de 0 a 8 años;Alta / Media Alta;Trabaja;Segundo grado, segundo ciclo;5;Ciudadanos;Ciudadanos;Ciudadanos;5;Más de 60 años;De clase media-baja o baja;Me es indiferente;Con una carrera profesional dentro de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
